"motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust","transition","direction","key","padj","significant","log2_fold_enrichment"
"MA1499.1",155,553,1.87017374517375,1.3825,1.35274773611121,2.31264706342409e-05,"HOXB4",4.43505066661792e-05,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",4.43505066661792e-05,FALSE,0.435893893394329
"MA0620.3",181,662,2.18388030888031,1.655,1.31956514131741,2.45886931273892e-05,"MITF",4.70337565975188e-05,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",4.70337565975188e-05,FALSE,0.400063665449436
"MA1496.1",122,419,1.47200772200772,1.0475,1.40525796850379,2.65729505605842e-05,"HOXA4",5.06992867473038e-05,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",5.06992867473038e-05,FALSE,0.490836022366776
"MA1507.1",158,567,1.90637065637066,1.4175,1.34488229726325,2.70872670771951e-05,"HOXD4",5.15487276520091e-05,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",5.15487276520091e-05,FALSE,0.427480987826965
"MA1114.1",772,3288,9.31467181467181,8.22,1.13317175360971,3.17401677041593e-05,"PBX3",6.02497839880479e-05,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",6.02497839880479e-05,FALSE,0.180367818596457
"MA0776.1",44,119,0.530888030888031,0.2975,1.78449758281691,3.26208064615915e-05,"MYBL1",6.17642680719473e-05,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",6.17642680719473e-05,TRUE,0.835518755652092
"MA1619.1",448,1828,5.4054054054054,4.57,1.18280205807558,3.35708365728633e-05,"Ptf1a(var.2)",6.34021369198886e-05,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",6.34021369198886e-05,FALSE,0.242209878588437
"MA1641.1",439,1789,5.29681467181467,4.4725,1.18430736094235,3.55029986858907e-05,"MYF5",6.68819116658445e-05,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",6.68819116658445e-05,FALSE,0.244044767522031
"MA0705.1",106,357,1.27895752895753,0.8925,1.43300563468631,3.61927061533442e-05,"Lhx8",6.8009467985881e-05,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",6.8009467985881e-05,FALSE,0.51904528915824
"MA1651.1",362,1449,4.36776061776062,3.6225,1.20573101939562,3.72069887014367e-05,"ZFP42",6.97397325911352e-05,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",6.97397325911352e-05,FALSE,0.269909295920089
"MA1110.1",274,1066,3.30598455598456,2.665,1.24051953320246,4.17116454187993e-05,"NR1H4",7.79871866727425e-05,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",7.79871866727425e-05,FALSE,0.310945615040258
"MA0075.3",138,489,1.66505791505792,1.2225,1.36201056446455,4.41408116461989e-05,"PRRX2",8.23226137201609e-05,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",8.23226137201609e-05,FALSE,0.445738952927686
"MA0715.1",225,856,2.71476833976834,2.14,1.26858333634035,4.58280649301613e-05,"PROP1",8.52562005932677e-05,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",8.52562005932677e-05,FALSE,0.343219433927267
"MA1538.1",248,955,2.99227799227799,2.3875,1.25331015383371,4.62675977241934e-05,"NR2F1(var.3)",8.58597709011151e-05,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",8.58597709011151e-05,FALSE,0.325744630433958
"MA0847.2",382,1542,4.60907335907336,3.855,1.19560917226287,4.91119820441458e-05,"FOXD2",9.09120064638529e-05,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",9.09120064638529e-05,FALSE,0.257747076644173
"MA1421.1",481,1983,5.80357142857143,4.9575,1.1706649376846,5.02593365951066e-05,"TCF7L1",9.28056066830433e-05,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",9.28056066830433e-05,FALSE,0.227329445775862
"MA0902.2",106,360,1.27895752895753,0.9,1.42106392106392,5.25937846959611e-05,"HOXB2",9.68764527979926e-05,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",9.68764527979926e-05,FALSE,0.506972465317841
"MA1544.1",47,132,0.567084942084942,0.33,1.71843921843922,5.4113619495344e-05,"OVOL1",9.94304437032676e-05,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",9.94304437032676e-05,TRUE,0.781099663719845
"MA1523.1",396,1606,4.77799227799228,4.015,1.19003543661078,5.49808539232419e-05,"MSANTD3",0.000100775717510414,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000100775717510414,FALSE,0.251005746737354
"MA1618.1",561,2345,6.76882239382239,5.8625,1.15459657037482,5.7151002662373e-05,"Ptf1a",0.000104496686240515,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000104496686240515,FALSE,0.207390094591469
"MA0676.1",368,1483,4.44015444015444,3.7075,1.19761414434375,5.80396181514335e-05,"Nr2e1",0.000105861993009705,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000105861993009705,FALSE,0.260164370105725
"MA1148.1",532,2215,6.41891891891892,5.5375,1.15917271673479,5.87441822305507e-05,"PPARA::RXRA",0.000106885755960953,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000106885755960953,FALSE,0.2130967885114
"MA0677.1",480,1982,5.79150579150579,4.955,1.16882054318987,5.98494174063233e-05,"Nr2f6",0.000108631789258193,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000108631789258193,FALSE,0.225054674601376
"MA0707.1",189,706,2.28040540540541,1.765,1.2920143939974,6.09735679027068e-05,"MNX1",0.000110403596251018,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000110403596251018,FALSE,0.369623259436944
"MA1654.1",724,3087,8.73552123552124,7.7175,1.13191075290201,6.48574570343832e-05,"ZNF16",0.000117151726265496,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000117151726265496,FALSE,0.178761485896484
"MA0158.2",122,427,1.47200772200772,1.0675,1.37892995035852,6.61925655934001e-05,"HOXA5",0.000119274526407431,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000119274526407431,FALSE,0.463550216047356
"MA0739.1",338,1353,4.07818532818533,3.3825,1.20567193737925,6.66166985460013e-05,"Hic1",0.000119749535217631,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000119749535217631,FALSE,0.269838600758094
"MA0512.2",415,1694,5.00723938223938,4.235,1.18234696156774,6.69606870330752e-05,"Rxra",0.000120078539727582,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000120078539727582,FALSE,0.241654678960475
"MA0909.2",182,678,2.19594594594595,1.695,1.29554333094156,7.03396755395123e-05,"HOXD13",0.000125835486696586,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000125835486696586,FALSE,0.373558382507827
"MA0093.3",378,1531,4.56081081081081,3.8275,1.19159002241955,7.18972203146061e-05,"USF1",0.000128314177882048,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000128314177882048,FALSE,0.252889159314723
"MA1537.1",497,2062,5.99662162162162,5.155,1.16326316617296,7.20965659963157e-05,"NR2F1(var.2)",0.00012836285974523,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00012836285974523,FALSE,0.218178756270348
"MA1109.1",623,2633,7.51689189189189,6.5825,1.14195091407397,8.0309973616113e-05,"NEUROD1",0.000142645810280048,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000142645810280048,FALSE,0.191501902200224
"MA0700.2",159,583,1.91843629343629,1.4575,1.31625131625132,8.42187934078161e-05,"LHX2",0.000149233301382971,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000149233301382971,FALSE,0.39643607000985
"MA0875.1",152,554,1.83397683397683,1.385,1.32417099926125,8.70342399671161e-05,"BARX1",0.000153516275518022,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000153516275518022,FALSE,0.40509052876499
"MA0035.4",217,830,2.61824324324324,2.075,1.26180397264735,8.70474323647765e-05,"GATA1",0.000153516275518022,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000153516275518022,FALSE,0.335488941431724
"MA0142.1",472,1955,5.6949806949807,4.8875,1.16521344142828,9.27371981795123e-05,"Pou5f1::Sox2",0.000163164976042255,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000163164976042255,FALSE,0.220595487167491
"MA1123.2",515,2149,6.21380308880309,5.3725,1.1565943394701,9.6251207166746e-05,"TWIST1",0.000168949177756218,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000168949177756218,FALSE,0.209884193869931
"MA1592.1",334,1342,4.02992277992278,3.355,1.20116923395612,9.88769373262941e-05,"ZNF274",0.000173150693064355,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000173150693064355,FALSE,0.26444062921185
"MA0654.1",113,394,1.36341698841699,0.985,1.38417968367207,0.000101314493116257,"ISX",0.000177003774858847,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000177003774858847,FALSE,0.469032277095724
"MA0856.1",430,1769,5.18822393822394,4.4225,1.17314277856957,0.000102493455387514,"RXRG",0.000178645134857677,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000178645134857677,FALSE,0.230379838530731
"MA1530.1",184,691,2.22007722007722,1.7275,1.28513876704904,0.000102925536458121,"NKX6-3",0.000178980070391045,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000178980070391045,FALSE,0.36192527012986
"MA0027.2",122,432,1.47200772200772,1.08,1.36297011297011,0.000113648125878998,"EN1",0.000197166283501704,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000197166283501704,FALSE,0.446754985755451
"MA1464.1",184,693,2.22007722007722,1.7325,1.28142985285842,0.000121379148050032,"ARNT2",0.000210090126323257,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000210090126323257,FALSE,0.357755631630102
"MA0900.2",84,279,1.01351351351351,0.6975,1.453065969195,0.000130987184680086,"HOXA2",0.000226195462433667,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000226195462433667,FALSE,0.539101195674854
"MA0888.1",117,413,1.41167953667954,1.0325,1.36724410332158,0.000134653652521347,"EVX2",0.000231455356638075,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000231455356638075,FALSE,0.451271895211155
"MA0701.2",117,413,1.41167953667954,1.0325,1.36724410332158,0.000134653652521347,"LHX9",0.000231455356638075,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000231455356638075,FALSE,0.451271895211155
"MA0889.1",105,364,1.26689189189189,0.91,1.39218889218889,0.000136837959802552,"GBX1",0.000234669236810814,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000234669236810814,FALSE,0.477356005608179
"MA0737.1",199,759,2.40106177606178,1.8975,1.26538170016431,0.000140867619380772,"GLIS3",0.000241025789123982,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000241025789123982,FALSE,0.339573777116995
"MA0618.1",130,468,1.56853281853282,1.17,1.34062634062634,0.000152633800914566,"LBX1",0.000260560218494888,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000260560218494888,FALSE,0.422908261442629
"MA0675.1",169,632,2.03909266409266,1.58,1.29056497727384,0.000153125455907895,"NKX6-2",0.000260802717139932,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000260802717139932,FALSE,0.368003897846198
"MA0716.1",139,506,1.67712355212355,1.265,1.32578936926763,0.00015958582638528,"PRRX1",0.000271186848481591,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000271186848481591,FALSE,0.406852678069846
"MA0499.2",731,3143,8.8199806949807,7.8575,1.12249197518049,0.000164692420488651,"MYOD1",0.000278850915002334,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000278850915002334,FALSE,0.166706416276904
"MA0630.1",137,498,1.65299227799228,1.245,1.32770464095765,0.000165217298164922,"SHOX",0.000278850915002334,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000278850915002334,FALSE,0.408935329363351
"MA0720.1",137,498,1.65299227799228,1.245,1.32770464095765,0.000165217298164922,"Shox2",0.000278850915002334,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000278850915002334,FALSE,0.408935329363351
"MA0775.1",368,1502,4.44015444015444,3.755,1.18246456462169,0.000167735822299692,"MEIS3",0.000282462581118669,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000282462581118669,FALSE,0.241798170479772
"MA0642.1",130,469,1.56853281853282,1.1725,1.33776786228812,0.000168515706543581,"EN2",0.000283136750183585,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000283136750183585,FALSE,0.419828870810089
"MA0768.1",437,1811,5.2726833976834,4.5275,1.1645904798859,0.000174740137531529,"LEF1",0.000292935151906787,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000292935151906787,FALSE,0.219823969213098
"MA0463.2",277,1101,3.34218146718147,2.7525,1.21423486546102,0.000178438892804965,"BCL6",0.000298465053884537,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000298465053884537,FALSE,0.280048692498778
"MA0723.1",136,495,1.64092664092664,1.2375,1.32600132600133,0.000184930211476758,"VAX2",0.000308630733247565,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000308630733247565,FALSE,0.407083306150074
"MA0903.1",154,571,1.85810810810811,1.4275,1.30165191461163,0.000190362655273617,"HOXB3",0.000316987814361872,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000316987814361872,FALSE,0.380344805551551
"MA0661.1",131,475,1.58059845559846,1.1875,1.3310302783987,0.000201500912712264,"MEOX1",0.000334787707980732,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000334787707980732,FALSE,0.412544474075109
"MA0782.2",678,2908,8.18050193050193,7.27,1.12524098081182,0.000217285777436533,"PKNOX1",0.000360211533261453,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000360211533261453,FALSE,0.17023528320003
"MA1150.1",291,1166,3.51110038610039,2.915,1.20449412902243,0.000220949897775174,"RORB",0.000365473666829889,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000365473666829889,FALSE,0.268428559330313
"MA0666.1",134,489,1.61679536679537,1.2225,1.32253199737862,0.000231511386538759,"MSX1",0.000382096226455562,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000382096226455562,FALSE,0.403303718226348
"MA1106.1",148,548,1.78571428571429,1.37,1.30344108446298,0.000234059292944985,"HIF1A",0.000385448636946929,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000385448636946929,FALSE,0.382326481366529
"MA0608.1",196,753,2.36486486486486,1.8825,1.25623631599727,0.00023804097297999,"Creb3l2",0.000391142215513376,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000391142215513376,FALSE,0.329109029732191
"MA0159.1",492,2067,5.93629343629344,5.1675,1.14877473368039,0.00025907996179636,"RARA::RXRA",0.000424777256044141,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000424777256044141,FALSE,0.200097179631618
"MA1657.1",271,1081,3.26978764478764,2.7025,1.20991217198433,0.000264556725285699,"ZNF652",0.000432805519875288,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000432805519875288,FALSE,0.274903517878125
"MA1601.1",707,3046,8.5304054054054,7.615,1.12021082145836,0.000265575706370317,"ZNF75D",0.000433521831405376,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000433521831405376,FALSE,0.163771558062578
"MA1594.1",333,1356,4.01785714285714,3.39,1.18520859671302,0.000281603940008386,"ZNF382",0.000458682400100996,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000458682400100996,FALSE,0.245142213047196
"MA0718.1",133,487,1.60472972972973,1.2175,1.31805316610245,0.000284281160587952,"RAX",0.00046203430457214,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00046203430457214,FALSE,0.398409659846462
"MA0689.1",466,1952,5.62258687258687,4.88,1.15216944110387,0.000287805194477808,"TBX20",0.000466744945827055,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000466744945827055,FALSE,0.204354151109019
"MA0845.1",317,1286,3.82480694980695,3.215,1.18967556759159,0.00029740586525502,"FOXB1",0.000481268493449555,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000481268493449555,FALSE,0.250569407353235
"MA0681.2",364,1496,4.39189189189189,3.74,1.17430264489088,0.000312767058912913,"PHOX2B",0.000505030792097474,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000505030792097474,FALSE,0.231805500728138
"MA0858.1",384,1587,4.63320463320463,3.9675,1.1677894475626,0.00033928482092732,"Rarb(var.2)",0.000546666255748987,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000546666255748987,FALSE,0.223781415155155
"MA1602.1",128,468,1.54440154440154,1.17,1.32000132000132,0.000341836076139622,"ZSCAN29",0.000548523813801119,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000548523813801119,FALSE,0.400540465228773
"MA0644.1",133,489,1.60472972972973,1.2225,1.31266235560714,0.000341908275358606,"ESX1",0.000548523813801119,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000548523813801119,FALSE,0.392496971471701
"MA0091.1",402,1669,4.8503861003861,4.1725,1.16246521279475,0.000362138663574584,"TAL1::TCF3",0.000579732710357595,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000579732710357595,FALSE,0.217188784743822
"MA1539.1",233,920,2.81129343629344,2.3,1.22230149404062,0.000374273701872828,"NR2F6(var.3)",0.000597876191856809,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000597876191856809,FALSE,0.289601365882616
"MA1575.1",239,947,2.88368725868726,2.3675,1.21803052109282,0.000393259081460705,"THRB(var.2)",0.000626861698225824,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000626861698225824,FALSE,0.284551468823779
"MA1645.1",511,2163,6.16554054054054,5.4075,1.14018317901813,0.000399931727595684,"NKX2-2",0.000636138739416589,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000636138739416589,FALSE,0.189266888156633
"MA1552.1",183,705,2.20801158301158,1.7625,1.25277252936827,0.000432365415576503,"RARB(var.3)",0.000686265106425684,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000686265106425684,FALSE,0.325125634462075
"MA0063.2",287,1160,3.46283783783784,2.9,1.19408201304753,0.00043761990075952,"NKX2-5",0.000693130458527817,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000693130458527817,FALSE,0.255903136727458
"MA0106.3",206,805,2.48552123552124,2.0125,1.23504160771241,0.00044646198338885,"TP53",0.000705636948322208,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000705636948322208,FALSE,0.304560814178428
"MA0634.1",146,549,1.76158301158301,1.3725,1.28348489004227,0.000528381635925099,"ALX3",0.000833346089640853,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000833346089640853,FALSE,0.360067435782485
"MA0502.2",337,1386,4.06611969111969,3.465,1.17348331634046,0.000537671085578814,"NFYB",0.000846208079835011,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000846208079835011,FALSE,0.230798560319502
"MA0833.2",323,1324,3.89720077220077,3.31,1.17740204598211,0.000550029712603997,"ATF4",0.000863836138110698,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000863836138110698,FALSE,0.235608265069733
"MA0726.1",127,469,1.53233590733591,1.1725,1.30689629623532,0.000551541417861744,"VSX2",0.000864390541438783,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000864390541438783,FALSE,0.386145770028612
"MA1112.2",531,2263,6.40685328185328,5.6575,1.13245307677477,0.000582917892215812,"NR4A1",0.000911649366023052,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000911649366023052,FALSE,0.179452547355284
"MA0074.1",217,857,2.61824324324324,2.1425,1.22205052193384,0.0005871473207458,"RXRA::VDR",0.000916342889699512,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000916342889699512,FALSE,0.28930511074709
"MA1479.1",188,731,2.26833976833977,1.8275,1.24122559143079,0.000594406198484577,"DMRTC2",0.000925734914550092,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000925734914550092,FALSE,0.311766509902561
"MA1116.1",731,3179,8.8199806949807,7.9475,1.10978052154523,0.000595955220199787,"RBPJ",0.000926213738060503,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.000926213738060503,FALSE,0.150275686659076
"MA1495.1",77,265,0.929054054054054,0.6625,1.40234574196838,0.00077874310673184,"HOXA1",0.00120527460087542,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00120527460087542,FALSE,0.487843111879587
"MA0904.2",77,265,0.929054054054054,0.6625,1.40234574196838,0.00077874310673184,"HOXB5",0.00120527460087542,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00120527460087542,FALSE,0.487843111879587
"MA0722.1",150,571,1.80984555984556,1.4275,1.26784277397237,0.000787050946547385,"VAX1",0.00121561077872536,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00121561077872536,FALSE,0.342376984908695
"MA0629.1",144,546,1.73745173745174,1.365,1.27285841571556,0.000830620852028799,"Rhox11",0.00128025445374687,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00128025445374687,FALSE,0.348073085814224
"MA0684.2",567,2437,6.84121621621622,6.0925,1.12289145937074,0.000853773501560229,"RUNX3",0.00131322687044109,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00131322687044109,FALSE,0.167219765884857
"MA0717.1",118,436,1.42374517374517,1.09,1.30618823279374,0.000861563456856471,"RAX2",0.00131976660947624,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00131976660947624,FALSE,0.385363920955149
"MA0721.1",118,436,1.42374517374517,1.09,1.30618823279374,0.000861563456856471,"UNCX",0.00131976660947624,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00131976660947624,FALSE,0.385363920955149
"MA1642.1",595,2566,7.17905405405405,6.415,1.11910429525394,0.000883646259670301,"NEUROG2(var.2)",0.00135081989695501,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00135081989695501,FALSE,0.162345784119496
"MA0679.2",224,896,2.7027027027027,2.24,1.20656370656371,0.000993478132271502,"ONECUT1",0.00151561285618515,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00151561285618515,FALSE,0.27090528756805
"MA0077.1",195,770,2.35279922779923,1.925,1.22223336509051,0.00106554462291582,"SOX9",0.00162223732386775,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00162223732386775,FALSE,0.28952095040585
"MA0890.1",124,465,1.496138996139,1.1625,1.28700128700129,0.00118024188489144,"GBX2",0.00179319846462121,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00179319846462121,FALSE,0.364014617227988
"MA0650.2",247,1001,2.98021235521235,2.5025,1.1908940480369,0.00122097140063558,"HOXA13",0.00185131029445965,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00185131029445965,FALSE,0.25204627604969
"MA0078.1",274,1121,3.30598455598456,2.8025,1.17965550614971,0.00123078393975957,"Sox17",0.00186004208975548,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00186004208975548,FALSE,0.238366834997435
"MA1147.1",189,746,2.28040540540541,1.865,1.2227374827911,0.00123171687981127,"NR4A2::RXRA",0.00186004208975548,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00186004208975548,FALSE,0.290115875717685
"MA0724.1",97,352,1.1703667953668,0.88,1.32996226746227,0.00127180496688453,"VENTX",0.00191670001069871,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00191670001069871,FALSE,0.411386400176206
"MA1527.1",388,1634,4.68146718146718,4.085,1.14601399791118,0.00132082226375135,"NFIC(var.2)",0.00198655929185183,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00198655929185183,FALSE,0.19662592478461
"MA1562.1",132,502,1.59266409266409,1.255,1.26905505391561,0.00149433586493725,"SOX14",0.00224300715340682,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00224300715340682,FALSE,0.343755794096334
"MA1643.1",591,2563,7.13079150579151,6.4075,1.11288201416957,0.00152626582203102,"NFIB",0.00228633394223924,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00228633394223924,FALSE,0.154301945107651
"MA0032.2",358,1502,4.31949806949807,3.755,1.15033237536566,0.00153854375209001,"FOXC1",0.0023001074931045,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.0023001074931045,FALSE,0.202052025767283
"MA0662.1",129,490,1.55646718146718,1.225,1.27058545425892,0.00159822650191151,"MIXL1",0.00238455394085198,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00238455394085198,FALSE,0.345494543740048
"MA0882.1",142,546,1.71332046332046,1.365,1.2551798266084,0.0016220897124992,"DLX6",0.0024153271966555,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.0024153271966555,FALSE,0.327895219840374
"MA0479.1",303,1256,3.65588803088803,3.14,1.16429555123823,0.00163182396566689,"FOXH1",0.00242498143105079,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00242498143105079,FALSE,0.219458565557793
"MA1558.1",893,3962,10.7746138996139,9.905,1.08779544670509,0.00168483691912789,"SNAI1",0.00249878397946204,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00249878397946204,FALSE,0.121408618349841
"MA1608.1",150,582,1.80984555984556,1.455,1.24388010985949,0.00180778060703584,"Isl1",0.00267580224771574,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00267580224771574,FALSE,0.314848599284506
"MA0633.1",259,1063,3.125,2.6575,1.17591721542803,0.00196313952119294,"Twist2",0.00290000412437611,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00290000412437611,FALSE,0.233787724885686
"MA1104.2",257,1055,3.10086872586873,2.6375,1.17568482497392,0.00205981507316118,"GATA6",0.00303680245964079,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00303680245964079,FALSE,0.233502584572075
"MA0869.1",288,1194,3.47490347490348,2.985,1.16412176713684,0.00210861957280654,"Sox11",0.00310206945935459,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00310206945935459,FALSE,0.219243211338955
"MA0160.1",390,1654,4.70559845559846,4.135,1.13799237136601,0.0021124011867991,"NR4A2",0.00310206945935459,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00310206945935459,FALSE,0.186492154195255
"MA0744.2",435,1859,5.24855212355212,4.6475,1.12932805240498,0.00215724505498033,"SCRT2",0.00316169903932284,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00316169903932284,FALSE,0.17546590515986
"MA1533.1",240,981,2.8957528957529,2.4525,1.18073512568925,0.00225349631905012,"NR1I2",0.00329629069413998,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00329629069413998,FALSE,0.239686583113369
"MA0699.1",120,456,1.44787644787645,1.14,1.27006705954074,0.00229630625160603,"LBX2",0.00335233750234461,"T2_prePB_to_PB","closing","T2_prePB_to_PB_closing",0.00335233750234461,FALSE,0.344905809226592
