"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.68704875800085e-66,0.264992636935979,0.501,0.222,8.48500530678735e-62,"0","CIAO1"
4.47778635695793e-66,0.490309593465286,0.314,0.104,1.03047297432673e-61,"0","SRD5A3"
4.5550447385024e-66,0.578910343583954,0.366,0.137,1.04825244567156e-61,"0","ARHGAP18"
4.67678686451065e-66,0.699375337986868,0.309,0.103,1.07626896112984e-61,"0","RETSAT"
4.84565587188375e-66,0.607737411895104,0.311,0.101,1.11513078579661e-61,"0","RPL5P34"
4.96231813358125e-66,0.333973483730958,0.808,0.449,1.14197827208105e-61,"0","LGALS3"
5.50463012848775e-66,0.950592806355897,0.263,0.074,1.26678053146889e-61,"0","GAPDHP63"
5.65482805518348e-66,0.254506857420455,0.746,0.385,1.30134558033937e-61,"0","DNAJC21"
6.33122443084933e-66,0.28202525156379,0.957,0.674,1.45700467827136e-61,"0","EIF5"
6.42042564890243e-66,0.329027247742919,0.469,0.201,1.47753255458192e-61,"0","PHTF2"
6.63954122901558e-66,0.340479943366846,0.499,0.221,1.52795762303336e-61,"0","ALG13"
6.80488660646826e-66,0.452623106471776,0.412,0.166,1.56600855474654e-61,"0","RIOK2"
8.00687944293584e-66,0.399354831019228,0.958,0.667,1.84262316620282e-61,"0","ARPC3"
8.31636953265372e-66,0.363027273637401,0.458,0.195,1.9138461205496e-61,"0","MAP4K2"
1.06854841820195e-65,0.381658250808572,0.394,0.156,2.45905047480815e-61,"0","CCAR2"
1.27499504579554e-65,0.273576994433259,0.508,0.227,2.93414609888928e-61,"0","APOL3"
1.44656820143329e-65,0.527431895017957,0.383,0.149,3.32898740195842e-61,"0","STAMBPL1"
1.69939371052179e-65,0.6009850193692,0.339,0.121,3.91081474602379e-61,"0","PDSS2"
1.77956614811946e-65,0.968858422644532,0.275,0.085,4.09531557666731e-61,"0","C16orf59"
1.92181996681875e-65,0.597833072762989,0.389,0.156,4.42268428963998e-61,"0","TMEM99"
2.01798972617527e-65,0.327943268194958,0.456,0.192,4.64399975684714e-61,"0","OGFRL1"
2.27755108214958e-65,0.888609961346449,0.288,0.093,5.24132830535083e-61,"0","AMMECR1"
2.53386963092843e-65,0.795076609456387,0.262,0.077,5.8311941816556e-61,"0","UBXN2B"
2.5812362439438e-65,0.699058913253402,0.344,0.127,5.94019896818787e-61,"0","TAF9B"
3.05038631003344e-65,0.584622863982903,0.327,0.115,7.01985401527996e-61,"0","SLC25A44"
3.24715452337222e-65,0.362037427984747,0.453,0.192,7.47267670463648e-61,"0","UGDH"
3.67916532446534e-65,0.316860474409381,0.485,0.212,8.46686316119208e-61,"0","VEZT"
3.7261692998452e-65,0.504148977987916,0.362,0.134,8.57503340973375e-61,"0","RPS20P14"
4.01894346219531e-65,0.463850699218901,0.337,0.119,9.24879458955006e-61,"0","CCNB1IP1"
4.47752591894824e-65,0.337580344831142,0.371,0.141,1.03041303972756e-60,"0","NCAPH2"
4.72982105286035e-65,0.300551063634409,0.563,0.263,1.08847371889475e-60,"0","CYB5A"
4.88640029896836e-65,0.285033406242972,0.405,0.16,1.12450730080159e-60,"0","DNAJB12"
5.11554942023013e-65,0.29224868260566,0.618,0.297,1.17724138807756e-60,"0","EED"
5.22787361190521e-65,0.302501182432432,0.379,0.145,1.20309055430774e-60,"0","DGKZ"
5.26115752998485e-65,0.434420852521004,0.374,0.142,1.21075018237541e-60,"0","NDUFS7"
5.63948117630335e-65,0.436250612658656,0.341,0.122,1.29781380310269e-60,"0","SNRNP48"
5.81934411261951e-65,0.305960335909239,0.411,0.164,1.33920566063713e-60,"0","MAP2K4"
6.44527777840087e-65,1.04189956450127,0.267,0.081,1.48325177514339e-60,"0","SSBP2"
7.12595260824401e-65,0.600363985269686,0.34,0.124,1.6398954737352e-60,"0","FAM58A"
7.51569247311873e-65,0.373760304148461,0.488,0.217,1.72958630883881e-60,"0","MED28"
8.38012312233029e-65,0.468268313278873,0.382,0.149,1.92851773414187e-60,"0","NABP1"
9.32319140994604e-65,0.45038392006178,0.353,0.129,2.14554603917088e-60,"0","COMMD5"
1.15792032917356e-64,0.403455090061703,0.443,0.187,2.66472205352712e-60,"0","AKAP11"
1.1730553875235e-64,0.370871165161968,0.451,0.192,2.69955236330784e-60,"0","TMEM14A"
1.20643671620121e-64,0.527223167544088,0.387,0.153,2.77637281499384e-60,"0","ACTR6"
1.4744555790085e-64,0.405158933957052,0.448,0.191,3.39316462397225e-60,"0","GBAS"
1.48225388924578e-64,0.455530447653804,0.42,0.173,3.41111087532131e-60,"0","CDK7"
1.59269426194654e-64,0.292980788364433,0.414,0.167,3.66526730501757e-60,"0","FAM126B"
1.92556017849281e-64,0.256828176735934,0.526,0.232,4.43129163876551e-60,"0","EBI3"
2.24169558885703e-64,0.452015293135258,0.347,0.129,5.15881405863669e-60,"0","TRNT1"
2.27385848397722e-64,0.482073408712064,0.331,0.116,5.23283052917678e-60,"0","RHOT1"
2.43030924236143e-64,0.827894876899014,0.261,0.077,5.59287065944636e-60,"0","COX17P1"
2.44676060793031e-64,0.614730858391656,0.34,0.125,5.63073018703002e-60,"0","CEP57L1"
2.465730292496e-64,0.253607576774618,0.474,0.203,5.67438512212105e-60,"0","GBP1"
2.60512206533327e-64,0.293904944982403,0.888,0.546,5.99516740895145e-60,"0","WAC"
3.06009139836498e-64,0.253637044960172,0.864,0.501,7.04218833505733e-60,"0","SRP19"
3.11055314594162e-64,0.757788723233417,0.268,0.08,7.15831595475545e-60,"0","NEK2"
3.29870021203346e-64,0.297016441210507,0.449,0.191,7.59129879795261e-60,"0","ASNA1"
3.47698275972108e-64,0.325851683238402,0.374,0.143,8.00158042494612e-60,"0","POLR3A"
3.5797346212215e-64,0.339350981231958,0.359,0.134,8.23804328381703e-60,"0","HCCS"
3.6051619440398e-64,0.419254423577276,0.341,0.123,8.29655918181879e-60,"0","SCRIB"
3.81376563866264e-64,0.387470489721408,0.414,0.167,8.77661886425433e-60,"0","RABGGTA"
3.8332690572629e-64,0.594601084722022,0.326,0.114,8.82150208147912e-60,"0","LRRC40"
4.06123207317632e-64,0.58718495262678,0.323,0.113,9.34611337000066e-60,"0","HIST1H1B"
5.20060162201704e-64,0.47396760087484,0.381,0.148,1.19681445127478e-59,"0","SNAPC3"
5.69652952344891e-64,0.382900310290531,0.954,0.69,1.3109423392313e-59,"0","UBE2D2"
6.30389648532019e-64,0.583812568937787,0.336,0.122,1.45071569816674e-59,"0","PAFAH1B3"
6.65479938165551e-64,0.279732264205497,0.497,0.229,1.53146898170038e-59,"0","EPB41L2"
7.22309021820344e-64,0.731006626925422,0.25,0.071,1.66224975191516e-59,"0","BNIP1"
7.52261008270037e-64,0.263412277570266,0.435,0.181,1.73117825833184e-59,"0","MGME1"
8.49458594375871e-64,0.301806442807965,0.37,0.141,1.95485906323719e-59,"0","AGTPBP1"
1.01223608923924e-63,0.507471719277591,0.436,0.187,2.32945891216625e-59,"0","CDS2"
1.33034540492713e-63,0.74447631980351,0.265,0.081,3.0615238803588e-59,"0","ANKRD32"
1.46956572305409e-63,0.344545323062115,0.92,0.603,3.38191159846438e-59,"0","CLTC"
1.51298338268482e-63,0.831025794983532,0.309,0.107,3.48182865857258e-59,"0","KIF18A"
